date,sku,quantity,revenue,platform
2025-07-17,SKU-049,2,79,Temu
2025-06-23,SKU-001,1,239,Walmart
2026-01-07,SKU-048,1,318,Temu
2026-04-19,SKU-034,1,357,Temu
2025-11-21,SKU-057,5,514,Walmart
2026-01-11,SKU-036,5,92,eBay
2025-12-17,SKU-030,2,214,Walmart
2026-03-19,SKU-010,2,125,Shopify
2025-06-03,SKU-008,3,87,Walmart
2026-04-08,SKU-023,2,757,eBay
2026-01-12,SKU-025,3,422,Walmart
2026-03-04,SKU-032,5,82,Amazon
2025-07-22,SKU-014,3,408,Walmart
2025-09-11,SKU-046,4,547,Shopify
2025-07-08,SKU-005,4,343,Temu
2025-11-17,SKU-044,1,55,eBay
2025-05-30,SKU-016,4,796,Walmart
2025-06-29,SKU-054,1,1158,Shopify
2025-08-01,SKU-041,5,44,Walmart
2025-08-21,SKU-048,2,257,Shopify
2025-10-17,SKU-058,5,481,Temu
2026-02-16,SKU-032,3,107,Shopify
2025-06-21,SKU-048,4,295,Amazon
2026-01-14,SKU-028,2,98,Shopify
2025-06-03,SKU-032,2,78,eBay
2025-09-14,SKU-017,1,189,Amazon
2025-08-13,SKU-049,4,60,Temu
2025-11-26,SKU-043,4,50,eBay
2026-03-30,SKU-024,5,523,eBay
2025-11-20,SKU-038,3,213,Temu
2025-12-24,SKU-033,4,256,eBay
2025-05-17,SKU-002,3,188,Temu
2025-12-01,SKU-015,3,1095,eBay
2025-07-21,SKU-044,2,56,Amazon
2025-08-06,SKU-054,5,750,Walmart
2025-10-29,SKU-048,5,201,Temu
2026-03-22,SKU-016,2,1250,Temu
2026-01-15,SKU-025,3,482,Amazon
2026-05-05,SKU-007,1,118,eBay
2026-02-22,SKU-050,3,53,Walmart
2026-03-02,SKU-002,3,206,Temu
2025-08-25,SKU-055,4,130,Walmart
2025-10-20,SKU-009,2,87,Walmart
2025-08-29,SKU-026,1,641,Walmart
2026-01-06,SKU-030,5,142,eBay
2025-12-12,SKU-023,1,784,Temu
2025-05-20,SKU-017,1,185,eBay
2026-01-27,SKU-004,2,294,Walmart
2026-04-22,SKU-012,1,298,eBay
2025-12-20,SKU-031,3,85,Amazon
2025-08-25,SKU-029,5,226,Temu
2026-05-11,SKU-016,5,929,Amazon
2026-04-04,SKU-060,4,99,Shopify
2026-01-31,SKU-034,2,347,Walmart
2026-03-29,SKU-010,4,106,Shopify
2026-01-25,SKU-013,3,420,Walmart
2025-12-14,SKU-048,3,222,Walmart
2025-09-11,SKU-050,3,72,eBay
2025-09-22,SKU-019,1,160,Amazon
2025-12-04,SKU-053,3,775,Amazon
2026-02-03,SKU-007,5,106,Walmart
2026-04-27,SKU-013,1,501,Walmart
2025-12-16,SKU-036,2,80,Walmart
2025-11-15,SKU-027,3,98,Temu
2025-07-26,SKU-030,3,196,Shopify
2026-01-07,SKU-028,3,105,Walmart
2025-12-03,SKU-025,4,710,Shopify
2026-01-20,SKU-009,4,97,Temu
2026-02-06,SKU-006,2,360,Shopify
2026-04-07,SKU-019,1,179,Temu
2025-07-01,SKU-038,4,197,Temu
2025-07-24,SKU-038,1,153,Walmart
2026-04-25,SKU-051,5,90,Temu
2025-10-31,SKU-044,3,55,Amazon
2025-05-15,SKU-043,4,61,Amazon
2025-07-11,SKU-007,1,79,Temu
2025-08-05,SKU-032,2,110,Shopify
2025-10-10,SKU-046,4,537,eBay
2025-10-16,SKU-008,3,81,eBay
2026-02-26,SKU-050,1,89,Temu
2026-04-29,SKU-018,4,198,eBay
2025-05-31,SKU-042,3,56,Shopify
2025-12-15,SKU-009,5,138,Amazon
2026-03-06,SKU-018,5,271,eBay
2026-05-07,SKU-038,2,182,Shopify
2025-07-20,SKU-033,3,363,eBay
2025-12-18,SKU-060,4,125,Shopify
2025-07-19,SKU-054,2,1147,eBay
2026-02-23,SKU-044,4,47,Walmart
2026-03-04,SKU-033,1,256,Amazon
2025-12-28,SKU-031,2,81,Walmart
2025-12-06,SKU-010,1,97,Walmart
2025-10-05,SKU-017,2,199,Amazon
2025-10-19,SKU-002,2,198,Shopify
2025-06-24,SKU-057,2,597,Walmart
2026-04-30,SKU-031,2,87,Amazon
2026-01-11,SKU-040,2,134,Amazon
2025-10-08,SKU-010,3,135,eBay
2025-11-08,SKU-058,4,501,eBay
2025-07-27,SKU-042,5,43,eBay
2025-12-12,SKU-001,2,228,Shopify
2025-12-13,SKU-047,2,283,Shopify
2026-03-23,SKU-005,5,416,Shopify
2025-05-23,SKU-004,2,322,Shopify
2026-04-01,SKU-060,3,167,Walmart
2025-09-30,SKU-038,2,168,eBay
2025-08-08,SKU-001,4,169,Shopify
2026-02-28,SKU-009,1,125,Shopify
2025-11-26,SKU-017,3,186,Walmart
2025-11-01,SKU-052,4,76,Temu
2026-02-20,SKU-015,5,863,Walmart
2026-03-12,SKU-010,4,152,Temu
2025-06-16,SKU-014,1,508,Temu
2026-04-05,SKU-036,3,116,eBay
2025-07-14,SKU-028,4,90,Temu
2025-11-28,SKU-026,4,725,Amazon
2025-11-27,SKU-057,3,433,Amazon
2025-11-13,SKU-048,2,234,Walmart
2025-11-17,SKU-036,5,99,Amazon
2025-12-22,SKU-033,5,384,Temu
2026-03-02,SKU-009,5,130,Walmart
2025-11-17,SKU-052,4,114,eBay
2026-04-22,SKU-004,4,244,Walmart
2026-04-11,SKU-031,4,66,Amazon
2026-05-11,SKU-019,5,145,eBay
2025-11-29,SKU-004,4,246,Walmart
2026-01-30,SKU-055,5,169,Amazon
2025-11-14,SKU-006,2,264,Amazon
2026-05-06,SKU-004,4,345,Amazon
2025-08-13,SKU-053,4,1013,Shopify
2026-01-02,SKU-003,5,286,eBay
2025-10-15,SKU-002,3,169,Shopify
2026-03-01,SKU-034,4,356,Amazon
2025-08-13,SKU-051,4,113,Amazon
2025-07-02,SKU-051,2,80,eBay
2025-12-02,SKU-044,4,51,Temu
2026-01-10,SKU-008,3,101,Amazon
2026-03-18,SKU-027,1,86,Amazon
2025-07-23,SKU-052,2,78,Walmart
2025-05-17,SKU-007,1,123,eBay
2025-12-15,SKU-021,1,131,Walmart
2026-03-04,SKU-009,1,123,eBay
2025-07-13,SKU-009,4,127,Amazon
2025-09-06,SKU-020,5,218,Amazon
2026-03-30,SKU-006,5,314,Temu
2025-12-23,SKU-001,1,181,Shopify
2025-07-20,SKU-024,5,885,Amazon
2025-08-27,SKU-004,2,255,eBay
2026-02-25,SKU-023,2,531,Walmart
2025-12-29,SKU-006,4,253,Temu
2025-05-19,SKU-022,2,160,eBay
2026-04-25,SKU-047,2,258,Shopify
2025-05-27,SKU-011,2,277,Amazon
2026-05-15,SKU-057,5,572,Walmart
2026-05-12,SKU-037,3,238,Amazon
2025-10-20,SKU-027,4,79,Shopify
2026-03-15,SKU-010,4,152,Temu
2025-06-10,SKU-016,4,755,Temu
2025-07-27,SKU-034,1,363,Walmart
2025-09-30,SKU-031,5,99,Amazon
2026-03-11,SKU-044,2,56,Walmart
2025-12-21,SKU-049,3,78,Shopify
2025-09-05,SKU-005,3,387,Amazon
2025-09-17,SKU-017,2,273,Shopify
2026-01-30,SKU-001,5,203,Amazon
2025-08-30,SKU-006,5,362,Amazon
2025-06-07,SKU-008,3,105,Amazon
2026-04-16,SKU-048,1,297,Shopify
2025-10-01,SKU-059,1,145,Walmart
2026-02-07,SKU-018,5,163,eBay
2025-05-27,SKU-058,5,556,Shopify
2025-10-07,SKU-037,2,241,eBay
2025-08-19,SKU-001,5,181,Temu
2025-12-19,SKU-009,5,89,Amazon
2025-11-25,SKU-043,1,60,Temu
2025-10-04,SKU-046,1,726,Shopify
2025-06-08,SKU-008,1,88,Shopify
2025-07-02,SKU-059,3,175,Walmart
2025-07-25,SKU-026,4,710,Amazon
2025-11-11,SKU-004,3,381,eBay
2025-09-24,SKU-017,1,265,eBay
2025-08-02,SKU-059,3,120,eBay
2025-07-21,SKU-055,5,205,Walmart
2025-08-02,SKU-058,5,510,Amazon
2025-12-09,SKU-048,5,226,Temu
2025-05-23,SKU-039,4,166,Walmart
2026-03-01,SKU-055,2,193,Amazon
2026-04-30,SKU-024,3,854,Temu
2025-09-13,SKU-031,3,86,Temu
2026-04-17,SKU-024,2,785,Walmart
2026-03-12,SKU-006,4,252,Temu
2025-09-19,SKU-012,2,306,Shopify
2026-04-27,SKU-011,4,290,Temu
2025-07-23,SKU-045,2,465,eBay
2026-05-13,SKU-011,1,326,Temu
2025-06-03,SKU-005,1,261,Amazon
2025-11-15,SKU-013,5,405,Shopify
2025-11-24,SKU-051,5,105,eBay
2025-12-14,SKU-048,5,214,Amazon
2026-04-05,SKU-003,3,230,Walmart
2026-04-25,SKU-014,3,397,eBay
2025-09-04,SKU-024,5,838,eBay
2025-06-03,SKU-054,5,1014,eBay
2025-06-27,SKU-024,3,659,Walmart
2025-12-12,SKU-053,3,667,Shopify
2026-04-27,SKU-055,1,156,Shopify
2025-08-17,SKU-004,5,302,Amazon
2025-09-27,SKU-023,5,635,Amazon
2026-02-20,SKU-051,5,84,Shopify
2025-08-09,SKU-013,3,326,Walmart
2025-09-07,SKU-003,3,304,Amazon
2025-07-06,SKU-025,2,458,Shopify
2025-09-09,SKU-009,4,128,eBay
2026-05-08,SKU-004,1,388,Walmart
2025-09-10,SKU-009,5,147,Amazon
2026-04-29,SKU-047,3,298,Temu
2025-06-23,SKU-051,4,97,Temu
2025-12-08,SKU-053,5,939,Amazon
2026-02-20,SKU-052,5,93,eBay
2025-08-25,SKU-056,5,160,Shopify
2026-02-02,SKU-060,4,101,Shopify
2026-04-18,SKU-059,4,120,Walmart
2025-08-24,SKU-044,4,54,Temu
2025-05-18,SKU-016,5,723,Temu
2025-05-26,SKU-025,3,682,eBay
2025-05-19,SKU-043,2,53,Temu
2025-10-18,SKU-037,5,170,Amazon
2025-10-15,SKU-030,2,155,Amazon
2025-05-26,SKU-019,5,147,eBay
2025-11-03,SKU-040,4,122,eBay
2025-07-09,SKU-013,3,478,Temu
2025-06-19,SKU-010,2,153,Amazon
2026-04-21,SKU-032,4,80,Temu
2025-12-29,SKU-046,2,463,Shopify
2025-05-22,SKU-019,4,189,Shopify
2026-02-03,SKU-040,2,125,Temu
2025-10-22,SKU-048,1,286,Amazon
2025-11-20,SKU-043,1,63,Walmart
2025-09-08,SKU-001,2,222,Walmart
2025-05-15,SKU-033,5,273,eBay
2026-05-08,SKU-059,3,123,Amazon
2025-08-11,SKU-031,1,93,Walmart
2026-04-14,SKU-038,5,239,Walmart
2025-08-30,SKU-025,4,422,Temu
2025-09-07,SKU-045,1,732,Amazon
2026-03-04,SKU-029,1,131,Temu
2026-03-23,SKU-059,1,145,eBay
2025-10-12,SKU-040,2,139,Temu
2026-01-28,SKU-048,5,286,eBay
2026-02-12,SKU-014,3,365,eBay
2026-02-14,SKU-018,3,258,Shopify
2025-10-25,SKU-036,4,106,Amazon
2025-07-23,SKU-040,1,142,Temu
2026-04-25,SKU-051,5,108,Amazon
2025-09-21,SKU-025,3,708,Walmart
2025-08-11,SKU-058,4,581,Amazon
2026-01-04,SKU-004,5,339,Walmart
2026-03-29,SKU-015,2,745,eBay
2025-10-21,SKU-056,5,133,eBay
2025-06-12,SKU-002,2,252,Shopify
2026-01-04,SKU-033,2,384,Amazon
2025-12-17,SKU-020,5,201,Temu
2025-12-22,SKU-038,5,149,eBay
2025-06-16,SKU-023,1,677,Shopify
2026-01-27,SKU-016,1,1109,eBay
2026-01-30,SKU-055,2,203,Temu
2026-03-24,SKU-059,4,134,Shopify
2025-06-28,SKU-046,1,523,Amazon
2025-08-30,SKU-046,5,722,Shopify
2026-03-27,SKU-013,1,508,eBay
2025-07-01,SKU-040,2,147,Amazon
2025-12-05,SKU-010,3,133,Walmart
2026-02-08,SKU-052,5,80,Temu
2026-01-18,SKU-015,5,893,eBay
2025-08-04,SKU-044,2,51,Walmart
2025-07-08,SKU-010,4,122,eBay
2025-06-13,SKU-049,3,62,eBay
2025-08-17,SKU-033,2,235,Temu
2025-08-04,SKU-011,4,229,Amazon
2026-03-07,SKU-060,5,139,eBay
2025-10-21,SKU-053,1,931,eBay
2025-12-10,SKU-034,2,328,Temu
2025-07-18,SKU-035,3,113,Amazon
2025-10-27,SKU-052,4,69,eBay
2025-12-02,SKU-010,3,111,Walmart
2025-10-04,SKU-003,3,223,Shopify
2026-02-03,SKU-014,2,421,Shopify
2026-03-15,SKU-046,2,584,Temu
2026-05-07,SKU-043,3,63,Shopify
2026-05-07,SKU-023,1,856,Shopify
2025-11-01,SKU-032,2,79,eBay
2026-01-10,SKU-015,1,827,Shopify
2025-11-17,SKU-057,1,600,Shopify
2025-06-07,SKU-003,4,360,eBay
2026-05-15,SKU-018,2,212,Amazon
2025-05-22,SKU-003,5,297,eBay
2026-04-11,SKU-056,5,162,Shopify
2025-06-04,SKU-036,3,88,Walmart
2026-04-15,SKU-024,3,747,Temu
2026-04-27,SKU-002,2,251,Temu
2025-09-10,SKU-029,5,217,Amazon
2026-02-24,SKU-013,1,554,Amazon
2025-11-21,SKU-057,1,608,Shopify
2025-08-14,SKU-012,1,252,Amazon
2026-01-12,SKU-058,3,458,Temu
2026-04-06,SKU-050,4,67,Shopify
2025-06-07,SKU-011,2,268,eBay
2025-10-16,SKU-049,4,63,Temu
2025-10-22,SKU-042,1,73,Temu
2025-10-29,SKU-043,3,59,Temu
2025-10-25,SKU-057,1,404,Temu
2025-10-11,SKU-038,1,162,Temu
2025-10-08,SKU-050,2,48,Temu
2026-01-01,SKU-027,1,108,eBay
2025-06-16,SKU-030,3,147,Shopify
2026-02-19,SKU-001,1,179,Amazon
2025-05-30,SKU-021,5,118,eBay
2025-12-10,SKU-031,5,109,Amazon
2025-06-28,SKU-042,4,62,Temu
2026-01-13,SKU-059,1,102,Amazon
2025-06-04,SKU-005,4,254,Amazon
2026-01-30,SKU-013,2,327,eBay
2025-12-27,SKU-008,4,127,Walmart
2025-11-05,SKU-011,2,303,Walmart
2026-05-15,SKU-042,5,52,Walmart
2025-08-18,SKU-025,2,774,Shopify
2026-03-10,SKU-035,1,81,Shopify
2025-10-01,SKU-044,2,47,Shopify
2026-03-29,SKU-032,2,102,Walmart
2025-08-01,SKU-056,4,119,Walmart
2025-07-30,SKU-048,4,230,Amazon
2026-02-09,SKU-012,1,299,Amazon
2025-06-06,SKU-029,5,203,Amazon
2025-12-09,SKU-018,4,176,eBay
2025-11-16,SKU-026,5,769,Amazon
2025-05-23,SKU-046,3,688,Temu
2026-02-28,SKU-024,4,680,Walmart
2025-06-04,SKU-060,4,114,Walmart
2026-04-21,SKU-043,5,45,Walmart
2026-01-30,SKU-015,3,737,Shopify
2025-12-19,SKU-015,4,1237,Shopify
2025-12-27,SKU-003,2,227,Amazon
2026-04-01,SKU-032,5,97,Shopify
2026-01-05,SKU-059,3,155,Temu
2025-07-30,SKU-057,4,512,Walmart
2025-08-25,SKU-014,3,417,Shopify
2025-09-03,SKU-014,3,466,Amazon
2026-02-18,SKU-035,1,127,Amazon
2026-01-04,SKU-033,1,351,eBay
2025-08-01,SKU-001,3,153,Amazon
2026-01-09,SKU-050,2,67,Temu
2025-09-16,SKU-052,5,81,Temu
2025-12-17,SKU-048,4,310,Temu
2025-10-29,SKU-033,5,266,Temu
2026-05-07,SKU-051,4,100,eBay
2026-02-02,SKU-045,5,531,Walmart
2026-05-03,SKU-046,5,536,eBay
2025-12-06,SKU-010,2,89,eBay
2026-04-21,SKU-018,5,283,Shopify
2025-10-29,SKU-035,2,90,Amazon
2026-04-18,SKU-008,1,107,eBay
2025-05-27,SKU-001,4,204,Shopify
2026-01-07,SKU-050,5,83,Temu
2026-03-15,SKU-040,3,119,Temu
2025-05-24,SKU-032,5,80,Walmart
2025-11-08,SKU-029,1,185,Temu
2025-11-18,SKU-030,5,173,Amazon
2025-11-05,SKU-003,5,241,Shopify
2025-12-15,SKU-002,2,186,eBay
2025-08-31,SKU-052,3,90,Amazon
2026-01-10,SKU-001,3,203,Temu
2026-04-25,SKU-023,3,799,eBay
2026-02-25,SKU-008,2,88,eBay
2025-09-11,SKU-057,3,548,Amazon
2025-06-18,SKU-032,3,99,Shopify
2025-06-18,SKU-024,3,533,Amazon
2026-04-09,SKU-042,4,77,Walmart
2025-09-15,SKU-036,4,119,Walmart
2025-11-29,SKU-013,2,556,Walmart
2025-06-02,SKU-013,2,426,eBay
2025-08-09,SKU-049,4,63,Amazon
2026-01-18,SKU-057,5,481,Shopify
2025-07-29,SKU-034,2,333,Temu
2026-04-06,SKU-006,1,424,Shopify
2026-03-13,SKU-038,1,141,Walmart
2026-01-02,SKU-034,4,272,Shopify
2025-11-05,SKU-011,1,224,Temu
2025-07-27,SKU-023,2,673,Shopify
2026-04-19,SKU-013,1,535,Shopify
2025-12-12,SKU-043,3,37,eBay
2025-08-21,SKU-019,1,159,eBay
2026-03-11,SKU-014,2,501,Amazon
2026-04-01,SKU-012,5,347,Shopify
2025-10-30,SKU-045,3,450,Temu
2025-09-07,SKU-036,5,132,Walmart
2026-05-05,SKU-036,4,114,Walmart
2026-04-19,SKU-010,1,153,Amazon
2026-03-25,SKU-029,3,197,Walmart
2025-06-23,SKU-008,1,128,Amazon
2026-05-04,SKU-024,5,693,eBay
2025-12-06,SKU-013,4,342,eBay
2025-06-11,SKU-039,3,171,Walmart
2025-06-01,SKU-010,4,147,Walmart
2026-02-26,SKU-048,5,262,Amazon
2025-08-14,SKU-026,5,705,Temu
2025-08-26,SKU-003,2,280,Amazon
2026-01-03,SKU-013,3,506,Walmart
2025-05-15,SKU-056,5,140,Shopify
2025-12-28,SKU-017,3,211,Walmart
2025-10-08,SKU-050,5,86,Shopify
2026-04-13,SKU-036,5,124,eBay
2026-02-14,SKU-017,3,231,Temu
2025-07-14,SKU-026,2,492,Temu
2025-07-13,SKU-039,4,185,Walmart
2026-03-03,SKU-037,2,237,Temu
2026-01-08,SKU-044,3,57,Shopify
2025-09-19,SKU-018,2,188,Walmart
2026-03-15,SKU-034,2,239,Temu
2026-02-09,SKU-027,5,70,eBay
2025-07-17,SKU-011,4,221,Amazon
2026-04-16,SKU-057,5,482,Walmart
2025-08-18,SKU-024,4,709,Temu
2025-10-27,SKU-023,5,802,Temu
2025-10-31,SKU-005,2,248,eBay
2026-05-11,SKU-023,2,841,Temu
2026-02-02,SKU-021,1,143,Temu
2026-01-06,SKU-007,4,128,Shopify
2026-05-07,SKU-047,1,320,Amazon
2025-11-06,SKU-029,5,170,Walmart
2025-07-29,SKU-053,2,699,Walmart
2026-03-26,SKU-052,4,80,Temu
2025-07-16,SKU-006,5,426,Walmart
2026-03-06,SKU-005,4,381,eBay
2025-11-07,SKU-032,2,101,Amazon
2025-12-24,SKU-041,2,61,eBay
2025-08-18,SKU-045,3,617,eBay
2025-11-17,SKU-039,4,179,Shopify
2025-07-12,SKU-021,1,124,Walmart
2026-02-23,SKU-046,2,585,Amazon
2025-10-16,SKU-011,3,203,Temu
2025-10-06,SKU-019,4,189,Temu
2025-06-13,SKU-041,5,64,Walmart
2026-01-28,SKU-004,5,354,Temu
2025-09-07,SKU-049,1,63,Walmart
2026-01-14,SKU-046,1,737,eBay
2025-07-18,SKU-018,4,189,Shopify
2026-05-15,SKU-028,5,65,Shopify
2025-09-21,SKU-032,2,105,Amazon
2026-02-13,SKU-031,2,104,Shopify
2025-12-13,SKU-033,5,330,eBay
2025-12-03,SKU-058,1,416,Walmart
2026-03-08,SKU-021,5,164,Walmart
2025-09-30,SKU-006,5,248,Walmart
2026-03-19,SKU-026,4,771,Amazon
2026-03-18,SKU-046,2,591,eBay
2026-01-21,SKU-040,5,143,Temu
2026-05-09,SKU-060,1,144,Shopify
2026-01-31,SKU-048,3,204,Walmart
2025-11-24,SKU-021,5,184,Amazon
2026-02-25,SKU-060,1,142,eBay
2025-06-06,SKU-045,2,424,Walmart
2025-09-15,SKU-009,1,107,Shopify
2025-12-04,SKU-058,3,462,Temu
2025-06-10,SKU-054,1,1124,eBay
2025-07-11,SKU-060,2,104,Amazon
2026-01-21,SKU-005,5,442,Shopify
2025-07-01,SKU-049,3,54,Walmart
2026-01-28,SKU-032,1,114,Shopify
2025-08-29,SKU-042,2,57,Temu
2025-05-23,SKU-060,3,178,eBay
2025-12-15,SKU-038,4,187,Walmart
2025-12-17,SKU-028,3,72,Temu
2026-05-13,SKU-014,4,354,eBay
2025-10-22,SKU-040,4,105,Temu
2025-12-05,SKU-043,5,43,Walmart
2025-10-25,SKU-057,4,487,Amazon
2025-12-07,SKU-038,3,239,Walmart
2025-07-24,SKU-035,5,108,Walmart
2025-10-07,SKU-029,5,127,Shopify
2025-10-30,SKU-006,2,333,Shopify
2025-11-09,SKU-035,1,79,eBay
2025-12-07,SKU-019,4,142,Shopify
2026-02-24,SKU-050,3,83,eBay
2026-02-10,SKU-020,5,172,eBay
2025-06-23,SKU-050,5,53,eBay
2026-01-23,SKU-010,2,132,eBay
2026-02-28,SKU-051,4,111,Amazon
2026-04-10,SKU-059,4,154,eBay
2025-11-23,SKU-047,4,196,Amazon
2025-05-26,SKU-015,1,865,Walmart
2026-03-30,SKU-044,2,51,Temu
2026-01-09,SKU-028,2,107,Shopify
2025-11-19,SKU-014,5,391,Walmart
2026-05-02,SKU-012,3,334,eBay
2025-10-17,SKU-016,4,885,Walmart
2025-05-30,SKU-049,1,64,Shopify
2026-03-28,SKU-027,2,84,Shopify
2025-08-09,SKU-040,1,183,Temu
2026-03-20,SKU-048,4,271,eBay
2025-07-09,SKU-040,4,161,Walmart
2025-12-17,SKU-036,2,80,Walmart
2025-07-12,SKU-006,1,266,Walmart
2025-10-27,SKU-036,1,102,Shopify
2025-05-15,SKU-009,1,131,Temu
2025-10-28,SKU-012,2,308,eBay
2025-06-29,SKU-053,2,792,Walmart
2026-02-06,SKU-012,5,240,Temu
2025-12-28,SKU-022,1,127,Shopify
2025-09-01,SKU-040,1,109,Walmart
2025-07-22,SKU-028,1,79,Walmart
2026-03-14,SKU-022,2,132,eBay
2025-06-22,SKU-054,2,819,Walmart
2025-07-28,SKU-032,4,104,Amazon
2026-01-04,SKU-016,3,771,Amazon
2025-05-31,SKU-030,4,207,eBay
2025-12-10,SKU-026,1,766,eBay
2025-10-10,SKU-048,3,200,eBay
2025-11-05,SKU-055,4,114,Temu
2026-05-11,SKU-030,5,199,Temu
2025-08-21,SKU-022,4,169,eBay
2025-09-21,SKU-024,1,702,Temu
2025-07-29,SKU-052,4,71,Walmart
2026-04-07,SKU-056,3,175,eBay
2025-10-28,SKU-049,1,53,Amazon
2026-03-07,SKU-058,2,526,Shopify
2026-04-12,SKU-017,4,174,Shopify
2026-01-03,SKU-032,5,114,Amazon
2025-09-28,SKU-038,3,214,Walmart
2025-07-28,SKU-052,4,77,eBay
2025-12-23,SKU-051,3,89,Temu
2025-07-30,SKU-040,4,166,eBay
2025-08-12,SKU-046,2,577,Walmart
2026-02-17,SKU-020,4,155,eBay
2025-08-11,SKU-009,2,151,eBay
2025-07-18,SKU-007,4,101,Shopify
2026-02-25,SKU-020,3,218,Amazon
2026-01-12,SKU-033,5,225,Walmart
2025-07-07,SKU-047,1,266,Amazon
2025-05-30,SKU-015,2,829,Shopify
2025-09-21,SKU-037,4,251,Temu
2026-04-20,SKU-005,3,387,Shopify
2025-10-13,SKU-024,3,611,Temu
2025-05-27,SKU-021,5,140,eBay
2026-05-08,SKU-057,4,600,eBay
2026-01-07,SKU-015,5,840,Shopify
2026-02-15,SKU-054,3,1020,Shopify
2025-08-04,SKU-006,4,389,eBay
2025-11-14,SKU-053,5,938,Shopify
2025-07-27,SKU-006,5,443,Temu
2025-07-22,SKU-023,2,644,Temu
2026-01-13,SKU-046,5,475,eBay
2025-10-18,SKU-022,1,185,Walmart
2025-09-24,SKU-038,3,205,eBay
2025-09-08,SKU-009,2,110,Shopify
2026-04-09,SKU-058,3,407,Temu
2025-08-14,SKU-057,2,599,eBay
2025-12-17,SKU-029,1,199,Walmart
2025-06-04,SKU-042,4,63,Walmart
2025-08-31,SKU-001,5,188,Shopify
2025-11-05,SKU-022,3,191,eBay
2026-02-21,SKU-043,3,49,Shopify
2025-11-21,SKU-038,2,243,Temu
2026-02-27,SKU-054,1,768,Walmart
2025-10-27,SKU-019,4,158,Walmart
2025-08-15,SKU-056,2,200,Shopify
2025-08-09,SKU-041,5,74,Temu
2026-04-12,SKU-033,4,236,eBay
2026-02-06,SKU-034,3,316,Temu
2025-05-30,SKU-018,4,238,eBay
2025-09-22,SKU-044,3,56,eBay
2025-08-03,SKU-025,1,773,eBay
2025-09-03,SKU-045,3,747,Temu
2025-12-07,SKU-060,3,123,Temu
2025-06-19,SKU-014,5,418,Temu
2025-09-10,SKU-002,1,158,Temu
2026-01-22,SKU-017,1,174,Amazon
2025-05-19,SKU-029,4,142,Walmart
2025-12-13,SKU-032,4,87,eBay
2025-08-27,SKU-030,2,126,eBay
2025-11-22,SKU-058,5,479,Walmart
2025-07-25,SKU-007,2,77,Shopify
2025-06-28,SKU-004,4,249,Walmart
2025-11-03,SKU-019,3,228,eBay
2026-01-03,SKU-031,5,113,Temu
2025-11-20,SKU-026,5,471,Shopify
2026-05-13,SKU-025,2,764,Amazon
2025-11-29,SKU-056,4,113,Shopify
2025-10-02,SKU-006,5,341,Shopify
2025-12-08,SKU-002,5,170,Walmart
2026-05-04,SKU-003,4,360,Amazon
2026-04-03,SKU-037,3,216,Walmart
2025-09-29,SKU-045,2,536,Walmart
2025-07-19,SKU-003,1,305,Walmart
2026-02-15,SKU-018,4,178,eBay
2025-08-03,SKU-032,4,96,Shopify
2025-12-19,SKU-037,5,153,eBay
2025-07-27,SKU-012,3,228,Temu
2025-07-30,SKU-054,5,850,Shopify
2026-01-09,SKU-037,4,214,eBay
2025-08-30,SKU-036,5,80,Shopify
2026-05-10,SKU-037,3,247,Temu
2026-04-15,SKU-049,1,60,Walmart
2025-07-20,SKU-006,4,392,Walmart
2026-01-20,SKU-044,2,53,Walmart
2026-01-12,SKU-059,1,172,Temu
2026-03-31,SKU-041,4,63,Walmart
2025-12-29,SKU-044,3,41,eBay
2026-05-15,SKU-015,4,918,eBay
2025-07-31,SKU-037,1,150,eBay
2026-02-12,SKU-060,4,142,eBay
2026-01-21,SKU-051,3,88,Walmart
2026-03-03,SKU-027,1,104,eBay
2025-10-02,SKU-006,4,402,eBay
2025-10-27,SKU-017,1,257,Shopify
2025-11-27,SKU-041,2,48,Shopify
2026-03-26,SKU-037,5,142,Walmart
2025-12-13,SKU-012,4,199,eBay
2025-08-18,SKU-021,5,126,eBay
2026-02-16,SKU-044,3,51,Walmart
2026-03-06,SKU-012,3,320,Amazon
2026-02-27,SKU-019,4,155,eBay
2026-04-02,SKU-010,4,105,eBay
2026-04-25,SKU-002,5,176,eBay
2026-01-23,SKU-051,4,110,Amazon
2026-01-28,SKU-051,4,78,Shopify
2025-12-31,SKU-009,4,117,Temu
2025-11-20,SKU-016,1,717,Shopify
2025-09-17,SKU-053,3,888,Shopify
2026-04-05,SKU-007,3,89,Amazon
2026-02-11,SKU-014,1,555,Walmart
2026-03-01,SKU-060,5,167,Walmart
2025-08-24,SKU-012,5,294,Temu
2025-06-01,SKU-045,5,660,Shopify
2026-02-24,SKU-016,4,789,eBay
2025-07-16,SKU-010,5,97,Amazon
2026-03-01,SKU-017,4,245,Shopify
2026-01-18,SKU-045,2,544,Temu
2025-11-09,SKU-060,1,158,Amazon
2026-02-20,SKU-016,4,1159,eBay
2025-07-07,SKU-031,1,83,Temu
2025-06-02,SKU-026,4,570,eBay
2025-06-22,SKU-054,5,1050,eBay
2025-11-12,SKU-016,5,1212,Shopify
2026-04-05,SKU-054,3,664,eBay
2025-11-13,SKU-055,5,149,Shopify
2026-04-26,SKU-015,4,1057,Walmart
2026-05-12,SKU-039,2,173,eBay
